location_code,latitude,longitude,depth,sampleid,time,temp,air_temp,chl_volume_filtered,chl1,avg_chloro,phaeo1,avg_phaeo,phosphate,silicate,nitrite,nitrite_nitrate,ammonium,nitrate,da_volume_filtered,pda,volume_settled_for_counting,akashiwo_sanguinea,alexandrium_spp,dinophysis_spp,lingulodinium_polyedra,prorocentrum_spp,pseudo_nitzschia_delicatissima_group,pseudo_nitzschia_seriata_group,ceratium_spp,cochlodinium_spp,gymnodinium_spp,other_diatoms,other_dinoflagellates,total_phytoplankton,sample_date,week_start,year,month
SW,34.408043,-119.68485,1.0,20180709.0,2018-07-09 15:57:00+00:00,20.0,22.7,188.0,1.594,1.594,0.662,0.662,0.443,7.497,0.0,0.268,11.792,0.268,188.0,0.0,50.0,0.0,0.0,0.0,12449.0,6369.0,6080.0,290.0,2316.0,579.0,,,,28082.0,2018-07-09,2018-07-09,2018,7
SW,34.408043,-119.68485,1.0,20180716.0,2018-07-16 16:04:00+00:00,19.1,20.9,188.0,3.718,3.718,0.728,0.728,0.423,5.094,0.0,0.216,2.772,0.216,188.0,0.0,50.0,0.0,1158.0,290.0,63980.0,8975.0,2895.0,1737.0,8685.0,2316.0,,,,90036.0,2018-07-16,2018-07-16,2018,7
SW,34.408043,-119.68485,1.0,20180723.0,2018-07-23 15:56:00+00:00,19.3,20.6,188.0,2.231,2.231,0.452,0.452,0.0,2.925,0.0,0.0,1.823,0.0,188.0,0.0,50.0,0.0,1158.0,0.0,11291.0,8685.0,57611.0,12449.0,6659.0,579.0,,,,98431.0,2018-07-23,2018-07-23,2018,7
SW,34.408043,-119.68485,1.0,20180730.0,2018-07-30 15:56:00+00:00,18.0,18.4,188.0,6.093,6.093,1.243,1.243,0.169,3.21,0.0,0.0,11.277,0.0,188.0,0.0,50.0,2316.0,3474.0,0.0,74113.0,5211.0,7527.0,7238.0,5501.0,1448.0,,,,106827.0,2018-07-30,2018-07-30,2018,7
SW,34.408043,-119.68485,1.0,20180806.0,2018-08-06 16:09:00+00:00,19.7,24.8,188.0,1.035,1.035,0.167,0.167,0.0,2.74,0.0,0.0,9.107,0.0,188.0,0.0,50.0,0.0,0.0,0.0,6659.0,2895.0,290.0,1448.0,579.0,579.0,,,,12449.0,2018-08-06,2018-08-06,2018,8
SW,34.408043,-119.68485,1.0,20180813.0,2018-08-13 16:04:00+00:00,22.0,22.5,188.0,1.06,1.06,0.565,0.565,0.417,4.628,0.0,0.481,12.903,0.481,188.0,0.0,50.0,579.0,0.0,0.0,3185.0,2027.0,2171.0,1158.0,145.0,0.0,,,,9264.0,2018-08-13,2018-08-13,2018,8
SW,34.408043,-119.68485,1.0,20180820.0,2018-08-20 15:56:00+00:00,22.1,20.5,188.0,0.889,0.889,0.681,0.681,0.383,3.524,0.109,0.483,8.145,0.374,188.0,0.0,50.0,0.0,290.0,290.0,4053.0,4053.0,1737.0,2027.0,3474.0,1303.0,,,,17225.0,2018-08-20,2018-08-20,2018,8
SW,34.408043,-119.68485,1.0,20180827.0,2018-08-27 16:00:00+00:00,19.4,19.1,188.0,1.802,1.802,0.531,0.531,0.146,4.381,0.0,0.0,0.654,0.0,188.0,0.0,50.0,0.0,579.0,869.0,12159.0,4632.0,4632.0,2895.0,3185.0,1158.0,,,,30108.0,2018-08-27,2018-08-27,2018,8
SW,34.408043,-119.68485,1.0,20180904.0,2018-09-04 15:58:00+00:00,18.0,18.5,188.0,2.24,2.24,0.639,0.639,0.615,6.807,0.106,0.371,2.947,0.265,188.0,0.0,50.0,0.0,579.0,0.0,25766.0,579.0,3764.0,1448.0,2895.0,579.0,,,,35609.0,2018-09-04,2018-09-03,2018,9
SW,34.408043,-119.68485,1.0,20180911.0,2018-09-11 16:00:00+00:00,19.4,19.4,188.0,2.462,2.462,0.969,0.969,0.352,4.068,0.0,0.217,4.573,0.217,188.0,0.0,50.0,290.0,579.0,579.0,35030.0,4632.0,5211.0,1737.0,5790.0,290.0,,,,54137.0,2018-09-11,2018-09-10,2018,9
SW,34.408043,-119.68485,1.0,20180917.0,2018-09-17 16:06:00+00:00,20.1,19.0,188.0,1.291,1.291,0.615,0.615,0.212,2.67,0.0,0.0,1.26,0.0,188.0,0.0,50.0,0.0,0.0,0.0,4632.0,4922.0,4632.0,1448.0,1448.0,869.0,,,,17949.0,2018-09-17,2018-09-17,2018,9
SW,34.408043,-119.68485,1.0,20180925.0,2018-09-25 16:00:00+00:00,19.9,17.7,188.0,1.839,1.839,0.527,0.527,0.103,1.454,0.0,0.0,0.223,0.0,188.0,0.0,50.0,0.0,0.0,579.0,4632.0,1448.0,22581.0,3764.0,1158.0,579.0,,,,34740.0,2018-09-25,2018-09-24,2018,9
SW,34.408043,-119.68485,1.0,20181001.0,2018-10-01 16:00:00+00:00,17.5,20.2,188.0,2.191,2.191,1.791,1.791,0.493,4.967,0.146,0.271,14.425,0.125,188.0,0.0,50.0,0.0,0.0,0.0,8685.0,2895.0,19107.0,1448.0,579.0,0.0,,,,32714.0,2018-10-01,2018-10-01,2018,10
SW,34.408043,-119.68485,1.0,20181008.0,2018-10-08 16:05:00+00:00,19.5,21.5,188.0,1.495,1.495,0.432,0.432,0.124,2.245,0.0,0.215,0.576,0.215,188.0,0.0,50.0,0.0,0.0,0.0,16791.0,5501.0,18528.0,20844.0,579.0,4922.0,,,,67165.0,2018-10-08,2018-10-08,2018,10
SW,34.408043,-119.68485,1.0,20181015.0,2018-10-15 16:04:00+00:00,19.1,24.6,188.0,1.108,1.108,0.473,0.473,0.285,4.214,0.0,0.277,9.104,0.277,188.0,0.0,50.0,0.0,1158.0,145.0,1303.0,2027.0,579.0,434.0,290.0,145.0,,,,6080.0,2018-10-15,2018-10-15,2018,10
SW,34.408043,-119.68485,1.0,20181022.0,2018-10-22 15:56:00+00:00,18.5,17.9,188.0,1.133,1.133,0.34,0.34,0.12,3.079,0.0,0.0,3.148,0.0,188.0,0.0,50.0,579.0,0.0,0.0,2027.0,2027.0,10712.0,2606.0,1448.0,290.0,,,,19686.0,2018-10-22,2018-10-22,2018,10
SW,34.408043,-119.68485,1.0,20181030.0,2018-10-30 16:02:00+00:00,18.4,19.2,188.0,0.84,0.84,0.86,0.86,0.425,4.219,0.136,0.49,8.043,0.354,188.0,0.0,50.0,290.0,1158.0,290.0,2606.0,2316.0,10422.0,11580.0,0.0,290.0,,,,28950.0,2018-10-30,2018-10-29,2018,10
SW,34.408043,-119.68485,1.0,20181106.0,2018-11-06 17:00:00+00:00,18.9,17.5,188.0,1.973,1.973,0.534,0.534,0.244,3.107,0.0,0.0,4.248,0.0,188.0,0.0,50.0,290.0,0.0,290.0,11001.0,5211.0,16791.0,2606.0,579.0,579.0,,,,37346.0,2018-11-06,2018-11-05,2018,11
SW,34.408043,-119.68485,1.0,20181113.0,2018-11-13 17:02:00+00:00,18.75,24.9,188.0,1.483,1.483,0.554,0.554,0.224,2.333,0.0,0.0,2.003,0.0,188.0,0.0,50.0,0.0,579.0,0.0,3908.0,2027.0,2895.0,1592.0,0.0,290.0,,,,11291.0,2018-11-13,2018-11-12,2018,11
SW,34.408043,-119.68485,1.0,20181119.0,2018-11-19 16:56:00+00:00,18.2,18.5,188.0,1.096,1.096,0.604,0.604,0.491,3.771,0.146,0.428,2.112,0.283,188.0,0.0,50.0,0.0,579.0,0.0,1013.0,1882.0,3329.0,1882.0,145.0,0.0,,,,8830.0,2018-11-19,2018-11-19,2018,11
SW,34.408043,-119.68485,1.0,20181126.0,2018-11-26 17:01:00+00:00,,,188.0,1.242,1.242,0.49,0.49,0.247,3.077,0.0,0.328,7.859,0.328,188.0,0.0,50.0,0.0,0.0,145.0,1158.0,724.0,8830.0,145.0,724.0,0.0,,,,11725.0,2018-11-26,2018-11-26,2018,11
SW,34.408043,-119.68485,1.0,20181203.0,2018-12-03 17:08:00+00:00,14.1,17.1,188.0,0.236,0.236,0.458,0.458,0.692,6.804,0.344,6.004,1.021,5.659,188.0,0.0,50.0,0.0,0.0,0.0,434.0,145.0,1737.0,869.0,0.0,0.0,,,,3185.0,2018-12-03,2018-12-03,2018,12
SW,34.408043,-119.68485,1.0,20181210.0,2018-12-10 16:59:00+00:00,15.6,15.2,188.0,1.835,1.835,1.106,1.106,0.426,3.034,0.132,0.53,1.178,0.398,188.0,0.0,50.0,0.0,8106.0,0.0,5501.0,4343.0,5211.0,6948.0,1737.0,290.0,,,,32135.0,2018-12-10,2018-12-10,2018,12
SW,34.408043,-119.68485,1.0,20181217.0,2018-12-17 17:00:00+00:00,16.3,14.7,188.0,0.6,0.6,1.799,1.799,0.635,3.217,0.0,0.547,29.58,0.547,188.0,0.0,50.0,0.0,290.0,0.0,2750.0,724.0,1013.0,579.0,290.0,145.0,,,,5790.0,2018-12-17,2018-12-17,2018,12
SW,34.408043,-119.68485,1.0,20190102.0,2019-01-02 16:56:00+00:00,14.7,15.2,188.0,2.372,2.372,0.836,0.836,0.55,3.687,0.0,0.798,62.515,0.798,188.0,0.0,50.0,0.0,579.0,0.0,5066.0,290.0,1448.0,869.0,869.0,869.0,,,,9988.0,2019-01-02,2018-12-31,2019,1
SW,34.408043,-119.68485,1.0,20190107.0,2019-01-07 17:03:00+00:00,14.8,14.1,188.0,1.009,1.009,0.666,0.666,0.986,5.77,0.153,2.801,3.39,2.647,188.0,0.0,50.0,0.0,8685.0,0.0,3185.0,869.0,579.0,1158.0,1448.0,290.0,,,,16212.0,2019-01-07,2019-01-07,2019,1
SW,34.408043,-119.68485,1.0,20190114.0,2019-01-14 16:57:00+00:00,14.9,14.5,188.0,1.772,1.772,0.869,0.869,0.457,3.56,0.0,0.245,0.984,0.245,188.0,0.0,50.0,0.0,1737.0,869.0,2316.0,1737.0,2606.0,579.0,7238.0,290.0,,,,17370.0,2019-01-14,2019-01-14,2019,1
SW,34.408043,-119.68485,1.0,20190122.0,2019-01-22 17:02:00+00:00,15.1,17.2,188.0,0.549,0.549,0.309,0.309,0.558,3.452,0.374,2.115,13.828,1.741,188.0,0.0,50.0,0.0,0.0,0.0,869.0,145.0,1448.0,724.0,290.0,145.0,,,,3619.0,2019-01-22,2019-01-21,2019,1
SW,34.408043,-119.68485,1.0,20190128.0,2019-01-28 16:59:00+00:00,15.5,15.2,188.0,1.074,1.074,0.674,0.674,0.573,4.019,0.0,0.871,18.155,0.871,188.0,0.0,50.0,0.0,0.0,0.0,869.0,434.0,1592.0,0.0,145.0,0.0,,28082.0,10422.0,41544.0,2019-01-28,2019-01-28,2019,1
SW,34.408043,-119.68485,1.0,20190204.0,2019-02-04 16:59:00+00:00,15.7,15.3,188.0,0.337,0.337,0.428,0.428,0.889,11.382,0.0,4.03,5.32,4.03,188.0,0.0,50.0,0.0,0.0,145.0,145.0,0.0,290.0,0.0,869.0,0.0,,9554.0,2461.0,13463.0,2019-02-04,2019-02-04,2019,2
SW,34.408043,-119.68485,1.0,20190211.0,2019-02-11 17:03:00+00:00,15.3,12.5,188.0,0.545,0.545,0.525,0.525,0.802,5.914,0.348,2.704,13.948,2.357,188.0,0.0,50.0,145.0,0.0,0.0,0.0,145.0,3764.0,145.0,434.0,0.0,,11580.0,2606.0,18818.0,2019-02-11,2019-02-11,2019,2
SW,34.408043,-119.68485,1.0,20190219.0,2019-02-19 17:03:00+00:00,13.3,15.5,188.0,0.371,0.371,0.328,0.328,1.036,8.963,0.172,7.176,1.69,7.004,188.0,0.0,50.0,0.0,0.0,0.0,434.0,0.0,4487.0,0.0,0.0,0.0,,16502.0,1158.0,22581.0,2019-02-19,2019-02-18,2019,2
SW,34.408043,-119.68485,1.0,20190225.0,2019-02-25 17:01:00+00:00,12.7,15.9,188.0,4.225,4.225,0.695,0.695,1.055,10.097,0.0,8.428,20.328,8.428,188.0,0.0,50.0,0.0,0.0,0.0,2606.0,290.0,38504.0,10133.0,579.0,0.0,,447572.0,5211.0,504894.0,2019-02-25,2019-02-25,2019,2
SW,34.408043,-119.68485,1.0,20190304.0,2019-03-04 17:00:00+00:00,,,188.0,0.511,0.511,0.311,0.311,0.522,10.949,0.0,1.69,5.95,1.69,188.0,0.0,50.0,0.0,0.0,0.0,579.0,290.0,2895.0,2895.0,290.0,0.0,,247526.0,6659.0,261133.0,2019-03-04,2019-03-04,2019,3
SW,34.408043,-119.68485,1.0,20190311.0,2019-03-11 16:00:00+00:00,11.9,11.2,188.0,0.689,0.689,0.397,0.397,1.224,12.441,0.374,8.025,1.73,7.651,188.0,0.0,50.0,0.0,0.0,0.0,2027.0,0.0,6659.0,2606.0,0.0,0.0,,147647.0,579.0,159516.0,2019-03-11,2019-03-11,2019,3
SW,34.408043,-119.68485,1.0,20190318.0,2019-03-18 16:05:00+00:00,17.0,13.7,188.0,5.649,5.649,1.317,1.317,0.28,0.0,0.0,0.0,0.393,0.0,188.0,0.18,50.0,0.0,0.0,290.0,14475.0,0.0,38793.0,43136.0,579.0,0.0,,1473573.0,14765.0,1585611.0,2019-03-18,2019-03-18,2019,3
SW,34.408043,-119.68485,1.0,20190326.0,2019-03-26 16:01:00+00:00,15.2,15.0,188.0,0.847,0.847,0.867,0.867,0.503,1.8,0.0,0.333,0.955,0.333,188.0,0.0,50.0,0.0,0.0,1158.0,4198.0,1737.0,1592.0,2750.0,145.0,290.0,,19686.0,11725.0,43281.0,2019-03-26,2019-03-25,2019,3
SW,34.408043,-119.68485,1.0,20190401.0,2019-04-01 15:59:00+00:00,15.1,17.7,188.0,1.768,1.768,1.093,1.093,0.369,4.295,0.172,2.175,16.213,2.003,188.0,0.0,50.0,0.0,0.0,1737.0,1737.0,1737.0,5790.0,5790.0,290.0,0.0,,80192.0,19686.0,116959.0,2019-04-01,2019-04-01,2019,4
SW,34.408043,-119.68485,1.0,20190409.0,2019-04-09 16:01:00+00:00,16.6,19.1,188.0,0.824,0.824,0.765,0.765,0.326,3.019,0.0,0.28,3.55,0.28,188.0,0.0,50.0,0.0,0.0,579.0,579.0,724.0,579.0,1448.0,724.0,290.0,,2750.0,12593.0,20265.0,2019-04-09,2019-04-08,2019,4
SW,34.408043,-119.68485,1.0,20190416.0,2019-04-16 15:58:00+00:00,15.1,14.9,188.0,2.551,2.551,0.711,0.711,0.963,13.067,0.25,10.225,3.401,9.975,188.0,0.0,50.0,0.0,579.0,1158.0,9988.0,2895.0,3764.0,1013.0,434.0,0.0,,11725.0,46031.0,77587.0,2019-04-16,2019-04-15,2019,4
SW,34.408043,-119.68485,1.0,20190422.0,2019-04-22 16:01:00+00:00,15.3,16.7,188.0,1.947,1.947,1.101,1.101,0.391,5.503,0.0,0.72,2.255,0.72,188.0,0.0,50.0,0.0,0.0,1158.0,2606.0,2606.0,21713.0,9264.0,290.0,0.0,,210759.0,27792.0,276186.0,2019-04-22,2019-04-22,2019,4
SW,34.408043,-119.68485,1.0,20190429.0,2019-04-29 16:00:00+00:00,15.6,15.0,188.0,0.953,0.953,0.434,0.434,0.195,0.0,0.0,0.0,6.431,0.0,188.0,0.0,50.0,0.0,579.0,5790.0,4632.0,869.0,22581.0,6080.0,1448.0,0.0,,41689.0,11580.0,95247.0,2019-04-29,2019-04-29,2019,4
SW,34.408043,-119.68485,1.0,20190507.0,2019-05-07 16:05:00+00:00,16.2,18.6,188.0,1.992,1.992,1.083,1.083,0.189,1.548,0.0,0.0,4.813,0.0,188.0,0.0,50.0,0.0,5790.0,1158.0,2895.0,1737.0,7238.0,10422.0,869.0,290.0,,18818.0,27792.0,77008.0,2019-05-07,2019-05-06,2019,5
SW,34.408043,-119.68485,1.0,20190513.0,2019-05-13 16:03:00+00:00,16.6,17.4,188.0,0.653,0.653,0.863,0.863,0.34,4.078,0.0,0.44,2.266,0.44,188.0,0.0,50.0,0.0,1158.0,0.0,579.0,2027.0,2027.0,7238.0,290.0,0.0,,15054.0,9264.0,37635.0,2019-05-13,2019-05-13,2019,5
SW,34.408043,-119.68485,1.0,20190520.0,2019-05-20 15:57:00+00:00,12.9,16.7,188.0,0.572,0.572,1.169,1.169,1.495,18.145,0.766,15.185,2.716,14.418,188.0,0.0,50.0,0.0,0.0,145.0,1448.0,290.0,5935.0,1303.0,0.0,0.0,,12014.0,1448.0,22581.0,2019-05-20,2019-05-20,2019,5
SW,34.408043,-119.68485,1.0,20190528.0,2019-05-28 16:00:00+00:00,,,188.0,7.867,7.867,1.117,1.117,0.965,16.03,0.227,11.143,4.146,10.916,188.0,0.0,50.0,0.0,0.0,0.0,5790.0,290.0,549478.0,25476.0,0.0,0.0,,1563609.0,1013.0,2145656.0,2019-05-28,2019-05-27,2019,5
SW,34.408043,-119.68485,1.0,20190603.0,2019-06-03 16:02:00+00:00,15.7,17.0,188.0,2.081,2.081,0.913,0.913,0.563,2.22,0.0,0.238,3.737,0.238,188.0,0.0,50.0,0.0,1158.0,0.0,31845.0,4343.0,17081.0,50953.0,290.0,0.0,,13607.0,11001.0,130277.0,2019-06-03,2019-06-03,2019,6
SW,34.408043,-119.68485,1.0,20190610.0,2019-06-10 16:01:00+00:00,17.3,21.6,188.0,1.634,1.634,1.094,1.094,0.504,4.842,0.0,0.0,1.624,0.0,188.0,0.0,50.0,0.0,1158.0,290.0,13317.0,16791.0,2027.0,1158.0,1448.0,0.0,,8396.0,26055.0,70639.0,2019-06-10,2019-06-10,2019,6
SW,34.408043,-119.68485,1.0,20190617.0,2019-06-17 15:53:00+00:00,16.6,16.4,188.0,1.114,1.114,0.56,0.56,0.293,4.779,0.0,0.0,1.399,0.0,188.0,0.0,50.0,0.0,290.0,0.0,4487.0,1737.0,1882.0,2316.0,434.0,290.0,,17515.0,10422.0,39372.0,2019-06-17,2019-06-17,2019,6
SW,34.408043,-119.68485,1.0,20190624.0,2019-06-24 15:58:00+00:00,15.6,18.1,188.0,2.775,2.775,1.022,1.022,0.502,10.835,0.0,0.345,2.013,0.345,188.0,0.0,50.0,0.0,0.0,5211.0,8106.0,46610.0,579.0,869.0,10133.0,290.0,,12159.0,22292.0,106248.0,2019-06-24,2019-06-24,2019,6
SW,34.408043,-119.68485,1.0,20190701.0,2019-07-01 16:04:00+00:00,18.9,20.0,188.0,1.479,1.479,0.395,0.395,0.0,6.886,0.0,0.0,3.51,0.0,188.0,0.0,50.0,0.0,579.0,290.0,2895.0,82509.0,1448.0,290.0,6080.0,0.0,,6659.0,8396.0,109143.0,2019-07-01,2019-07-01,2019,7
SW,34.408043,-119.68485,1.0,20190708.0,2019-07-08 16:02:00+00:00,16.3,18.1,188.0,2.753,2.753,1.098,1.098,0.425,7.371,0.0,0.0,13.332,0.0,188.0,0.0,50.0,2316.0,0.0,0.0,15633.0,20265.0,1448.0,4343.0,869.0,0.0,,54137.0,19686.0,118696.0,2019-07-08,2019-07-08,2019,7
SW,34.408043,-119.68485,1.0,20190715.0,2019-07-15 16:09:00+00:00,18.1,18.8,188.0,0.939,0.939,0.469,0.469,0.146,7.288,0.0,0.0,42.461,0.0,188.0,0.0,50.0,579.0,0.0,145.0,2606.0,4632.0,4922.0,2750.0,4777.0,0.0,145.0,16502.0,14186.0,51242.0,2019-07-15,2019-07-15,2019,7
SW,34.408043,-119.68485,1.0,20190722.0,2019-07-22 16:04:00+00:00,17.0,17.0,188.0,7.587,7.587,1.756,1.756,0.3,7.286,0.0,0.0,41.344,0.0,188.0,0.0,50.0,18528.0,16212.0,1448.0,179782.0,6948.0,18818.0,7527.0,12159.0,290.0,6948.0,36767.0,86272.0,391698.0,2019-07-22,2019-07-22,2019,7
SW,34.408043,-119.68485,1.0,20190729.0,2019-07-29 16:02:00+00:00,19.2,16.9,188.0,1.676,1.676,0.706,0.706,0.114,4.132,0.0,0.0,0.79,0.0,188.0,0.0,50.0,3764.0,0.0,1737.0,7817.0,2316.0,8396.0,6369.0,2606.0,0.0,1158.0,45452.0,19397.0,99010.0,2019-07-29,2019-07-29,2019,7
SW,34.408043,-119.68485,1.0,20190805.0,2019-08-05 16:06:00+00:00,18.4,18.7,188.0,1.509,1.509,0.56,0.56,0.0,4.611,0.0,0.0,0.27,0.0,188.0,0.0,50.0,290.0,0.0,579.0,4922.0,7238.0,1448.0,1448.0,6659.0,0.0,0.0,14186.0,33872.0,70639.0,2019-08-05,2019-08-05,2019,8
SW,34.408043,-119.68485,1.0,20190812.0,2019-08-12 16:04:00+00:00,18.6,19.9,188.0,2.327,2.327,0.774,0.774,0.151,6.129,0.0,0.0,1.132,0.0,188.0,0.0,50.0,0.0,0.0,0.0,3764.0,1158.0,16212.0,1448.0,5790.0,0.0,0.0,40530.0,18528.0,87429.0,2019-08-12,2019-08-12,2019,8
SW,34.408043,-119.68485,1.0,20190819.0,2019-08-19 16:00:00+00:00,18.4,19.9,188.0,1.947,1.947,0.914,0.914,0.296,3.55,0.0,0.397,3.158,0.397,188.0,0.0,50.0,290.0,0.0,290.0,5790.0,869.0,11580.0,1158.0,3185.0,0.0,869.0,20844.0,34161.0,79034.0,2019-08-19,2019-08-19,2019,8
SW,34.408043,-119.68485,1.0,20190826.0,2019-08-26 16:08:00+00:00,20.3,21.4,188.0,2.327,2.327,1.363,1.363,0.0,1.148,0.0,0.0,0.686,0.0,188.0,0.0,50.0,0.0,0.0,290.0,290.0,2316.0,13317.0,3185.0,1448.0,0.0,0.0,182387.0,1592.0,204824.0,2019-08-26,2019-08-26,2019,8
SW,34.408043,-119.68485,1.0,20190903.0,2019-09-03 16:05:00+00:00,19.1,21.2,188.0,2.014,2.014,0.793,0.793,0.461,3.972,0.0,0.661,10.148,0.661,188.0,0.0,50.0,290.0,0.0,0.0,16502.0,10422.0,5501.0,1158.0,4632.0,0.0,0.0,11291.0,16791.0,66586.0,2019-09-03,2019-09-02,2019,9
SW,34.408043,-119.68485,1.0,20190909.0,2019-09-09 16:07:00+00:00,19.7,19.6,188.0,1.398,1.398,0.547,0.547,0.0,2.315,0.0,0.0,3.265,0.0,188.0,0.0,50.0,0.0,0.0,579.0,2316.0,12159.0,6659.0,869.0,2606.0,0.0,869.0,69191.0,20265.0,115512.0,2019-09-09,2019-09-09,2019,9
SW,34.408043,-119.68485,1.0,20190916.0,2019-09-16 16:01:00+00:00,19.8,21.8,188.0,2.82,2.82,0.71,0.71,0.128,2.921,0.0,0.411,2.842,0.411,188.0,0.0,50.0,0.0,0.0,579.0,43136.0,10133.0,4922.0,2316.0,2606.0,0.0,0.0,17081.0,30398.0,111170.0,2019-09-16,2019-09-16,2019,9
SW,34.408043,-119.68485,1.0,20190923.0,2019-09-23 16:01:00+00:00,,,188.0,1.578,1.578,0.584,0.584,0.287,3.129,0.0,0.0,1.367,0.0,188.0,0.0,50.0,290.0,0.0,0.0,11291.0,9264.0,17660.0,2606.0,0.0,0.0,0.0,19397.0,16212.0,76719.0,2019-09-23,2019-09-23,2019,9
SW,34.408043,-119.68485,1.0,20190930.0,2019-09-30 16:07:00+00:00,18.1,18.4,188.0,0.756,0.756,0.339,0.339,0.124,3.973,0.0,0.0,0.712,0.0,188.0,0.0,50.0,0.0,0.0,290.0,1158.0,869.0,28082.0,6080.0,290.0,0.0,290.0,17370.0,7527.0,61954.0,2019-09-30,2019-09-30,2019,9
SW,34.408043,-119.68485,1.0,20191007.0,2019-10-07 16:05:00+00:00,18.6,18.2,188.0,1.311,1.311,0.636,0.636,0.439,4.729,0.0,0.231,1.796,0.231,188.0,0.0,50.0,0.0,0.0,0.0,5211.0,3764.0,11870.0,2027.0,0.0,0.0,0.0,27792.0,11580.0,62243.0,2019-10-07,2019-10-07,2019,10
SW,34.408043,-119.68485,1.0,20191014.0,2019-10-14 16:12:00+00:00,18.7,20.0,188.0,0.746,0.746,0.35,0.35,0.241,3.339,0.0,0.366,5.093,0.366,188.0,0.0,50.0,0.0,0.0,145.0,3040.0,2895.0,4922.0,1448.0,724.0,0.0,1448.0,7238.0,17515.0,39373.0,2019-10-14,2019-10-14,2019,10
SW,34.408043,-119.68485,1.0,20191021.0,2019-10-21 16:05:00+00:00,18.6,20.3,188.0,0.752,0.752,0.418,0.418,0.329,4.385,0.0,0.366,3.441,0.366,188.0,0.0,50.0,145.0,0.0,0.0,3474.0,2461.0,1448.0,434.0,145.0,0.0,579.0,2316.0,10277.0,21278.0,2019-10-21,2019-10-21,2019,10
SW,34.408043,-119.68485,1.0,20191028.0,2019-10-28 16:05:00+00:00,18.1,16.9,188.0,1.049,1.049,0.525,0.525,0.27,4.126,0.0,0.298,6.781,0.298,188.0,0.0,50.0,145.0,0.0,290.0,3040.0,3619.0,5066.0,1013.0,434.0,0.0,434.0,11146.0,11725.0,36912.0,2019-10-28,2019-10-28,2019,10
SW,34.408043,-119.68485,1.0,20191104.0,2019-11-04 17:00:00+00:00,17.3,13.9,188.0,1.388,1.388,0.494,0.494,0.27,4.356,0.0,0.325,15.793,0.325,188.0,0.0,50.0,0.0,0.0,0.0,6948.0,3185.0,5645.0,1303.0,1013.0,145.0,145.0,13172.0,12593.0,44149.0,2019-11-04,2019-11-04,2019,11
SW,34.408043,-119.68485,1.0,20191112.0,2019-11-12 17:09:00+00:00,17.5,16.3,188.0,2.618,2.618,0.617,0.617,0.124,4.244,0.0,0.0,12.129,0.0,188.0,0.0,50.0,0.0,0.0,0.0,16791.0,15054.0,14186.0,1737.0,869.0,0.0,0.0,15633.0,14765.0,79035.0,2019-11-12,2019-11-11,2019,11
SW,34.408043,-119.68485,1.0,20191118.0,2019-11-18 17:00:00+00:00,,,188.0,3.021,3.021,0.615,0.615,0.346,5.691,0.0,0.42,7.418,0.42,188.0,0.0,50.0,0.0,0.0,579.0,43136.0,19397.0,4632.0,869.0,1737.0,0.0,579.0,13028.0,27503.0,111459.0,2019-11-18,2019-11-18,2019,11
SW,34.408043,-119.68485,1.0,20191125.0,2019-11-25 17:12:00+00:00,17.1,17.9,188.0,1.157,1.157,0.517,0.517,0.213,3.937,0.0,0.274,1.916,0.274,188.0,0.0,50.0,0.0,0.0,0.0,1592.0,724.0,2316.0,290.0,145.0,0.0,0.0,14620.0,5935.0,25621.0,2019-11-25,2019-11-25,2019,11
SW,34.408043,-119.68485,1.0,20191202.0,2019-12-02 17:00:00+00:00,15.6,14.8,188.0,0.82,0.82,0.506,0.506,0.516,5.296,0.0,1.125,3.333,1.125,188.0,0.0,50.0,0.0,579.0,0.0,0.0,0.0,9843.0,579.0,579.0,0.0,0.0,13028.0,3764.0,28371.0,2019-12-02,2019-12-02,2019,12
SW,34.408043,-119.68485,1.0,20191209.0,2019-12-09 17:25:00+00:00,16.2,16.7,188.0,0.858,0.858,0.767,0.767,0.566,5.633,0.0,0.928,6.924,0.928,188.0,0.0,50.0,290.0,290.0,290.0,1737.0,869.0,3185.0,1737.0,290.0,0.0,0.0,28082.0,6080.0,42847.0,2019-12-09,2019-12-09,2019,12
SW,34.408043,-119.68485,1.0,20191216.0,2019-12-16 17:10:00+00:00,15.3,15.1,188.0,0.489,0.489,0.529,0.529,0.534,6.317,0.3,1.753,4.605,1.453,188.0,0.0,50.0,290.0,290.0,290.0,2900.0,2610.0,4630.0,1160.0,580.0,0.0,0.0,14190.0,5790.0,32730.0,2019-12-16,2019-12-16,2019,12
SW,34.408043,-119.68485,1.0,20191230.0,2019-12-30 17:00:00+00:00,14.7,13.5,188.0,0.657,0.657,0.692,0.692,0.362,3.941,0.0,0.38,2.521,0.38,188.0,0.0,50.0,0.0,0.0,290.0,1740.0,1740.0,5790.0,1450.0,290.0,0.0,0.0,30980.0,4340.0,46620.0,2019-12-30,2019-12-30,2019,12
SW,34.408043,-119.68485,1.0,20200106.0,2020-01-06 16:40:00+00:00,14.8,14.1,188.0,0.549,0.549,0.68,0.68,0.514,4.666,0.0,0.479,5.22,0.479,188.0,0.0,50.0,0.0,140.0,0.0,870.0,4630.0,3040.0,290.0,1160.0,0.0,0.0,11720.0,2170.0,24020.0,2020-01-06,2020-01-06,2020,1
