location_code,latitude,longitude,depth,sampleid,time,temp,chl_volume_filtered,chl1,chl2,avg_chloro,phaeo1,phaeo2,avg_phaeo,phosphate,silicate,nitrite,nitrite_nitrate,ammonium,nitrate,da_volume_filtered,pda,volume_settled_for_counting,akashiwo_sanguinea,alexandrium_spp,dinophysis_spp,lingulodinium_polyedra,prorocentrum_spp,pseudo_nitzschia_delicatissima_group,pseudo_nitzschia_seriata_group,ceratium_spp,cochlodinium_spp,gymnodinium_spp,other_diatoms,other_dinoflagellates,total_phytoplankton,sample_date,week_start,year,month
CPP,35.170204,-120.740685,0.5,CP180507,2018-05-08 00:00:00+00:00,13.1,100.0,6.86,6.44,6.65,1.18,1.12,1.15,0.53102875,7.679804,0.12925746,6.2606025,1.3160688,6.1313453,200.0,0.121340625,25.0,0.0,0.0,533.0767,0.0,533.0767,0.0,13859.995,0.0,0.0,0.0,233487.61,5330.767,253744.52,2018-05-08,2018-05-07,2018,5
CPP,35.170204,-120.740685,0.5,CP180514,2018-05-15 00:00:00+00:00,12.7,100.0,4.88,4.78,4.83,1.68,1.52,1.6,0.83694035,13.820899,0.23521939,10.361916,1.1564771,10.126696,200.0,0.0,25.0,0.0,0.0,533.0767,533.0767,4264.614,0.0,0.0,0.0,0.0,0.0,112479.19,4797.6904,122607.65,2018-05-15,2018-05-14,2018,5
CPP,35.170204,-120.740685,0.5,CP180521,2018-05-22 00:00:00+00:00,12.1,100.0,0.97,0.9,0.93,0.4,0.4,0.4,1.5109665,19.826996,0.3739004,13.877009,5.222889,13.503109,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3731.537,0.0,0.0,0.0,533.0767,533.0767,4797.6904,2018-05-22,2018-05-21,2018,5
CPP,35.170204,-120.740685,0.5,CP180528,2018-05-29 00:00:00+00:00,13.9,100.0,5.56,5.62,5.59,0.52,0.46,0.49,1.3803232,11.568606,0.42054313,10.828265,1.680806,10.407722,200.0,0.0,25.0,0.0,0.0,2132.307,0.0,0.0,533.0767,2132.307,0.0,0.0,0.0,6929.9976,2132.307,13859.995,2018-05-29,2018-05-28,2018,5
CPP,35.170204,-120.740685,0.5,CP180604,2018-06-05 00:00:00+00:00,16.2,100.0,3.25,2.16,2.71,0.85,0.64,0.75,0.7768773,12.849232,0.31181285,9.614991,2.2747953,9.303178,200.0,0.0,25.0,0.0,0.0,0.0,0.0,15459.225,0.0,0.0,0.0,0.0,0.0,19723.838,6929.9976,42113.062,2018-06-05,2018-06-04,2018,6
CPP,35.170204,-120.740685,0.5,CP180611,2018-06-11 23:45:00+00:00,13.0,100.0,3.59,2.89,3.24,0.65,0.58,0.61,1.5529027,19.493319,0.37093157,13.976713,2.8610933,13.605782,200.0,0.15215647,25.0,0.0,0.0,1599.2302,0.0,0.0,0.0,10661.534,0.0,0.0,0.0,59704.594,2665.3835,74630.74,2018-06-11,2018-06-11,2018,6
CPP,35.170204,-120.740685,0.5,CP180618,2018-06-18 22:50:00+00:00,14.9,100.0,6.01,6.8,6.4,1.3,1.22,1.26,0.1309589,7.8699055,0.0,1.4693886,0.934108,1.4693886,200.0,0.0,25.0,0.0,0.0,2211.9365,0.0,1105.9683,4976.8574,0.0,0.0,0.0,0.0,254925.7,7741.7783,270962.25,2018-06-18,2018-06-18,2018,6
CPP,35.170204,-120.740685,0.5,CP180625,2018-06-25 22:00:00+00:00,14.9,100.0,5.82,5.9,5.86,1.35,1.19,1.27,0.5231292,30.260422,0.41500008,3.9305584,3.719118,3.5155585,200.0,0.0,25.0,0.0,0.0,11194.611,0.0,25054.605,1066.1534,0.0,533.0767,0.0,0.0,14926.148,14393.071,67167.664,2018-06-25,2018-06-25,2018,6
CPP,35.170204,-120.740685,0.5,CP180702,2018-07-02 22:00:00+00:00,17.0,100.0,5.47,4.67,5.07,0.76,0.72,0.74,0.61474913,8.992636,0.1319426,0.567969,1.0352705,0.43602645,200.0,0.0,25.0,0.0,0.0,10661.534,533.0767,14926.148,0.0,0.0,2665.3835,0.0,0.0,11194.611,7996.151,47976.906,2018-07-02,2018-07-02,2018,7
CPP,35.170204,-120.740685,0.5,CP180709,2018-07-09 22:00:00+00:00,16.9,100.0,4.57,4.12,4.35,0.7,0.61,0.65,0.5357391,10.578787,0.1332811,4.9165115,0.73574775,4.7832303,200.0,0.0,25.0,0.0,0.0,3731.537,0.0,17591.531,0.0,0.0,533.0767,0.0,0.0,11727.6875,1066.1534,34649.99,2018-07-09,2018-07-09,2018,7
CPP,35.170204,-120.740685,0.5,CP180716,2018-07-16 22:30:00+00:00,16.3,100.0,2.42,2.54,2.48,0.37,0.35,0.36,0.6769008,28.306562,0.3746716,6.2954082,4.8873057,5.920737,200.0,0.0,25.0,0.0,0.0,0.0,0.0,9595.381,2132.307,0.0,2132.307,0.0,0.0,29852.297,1066.1534,44778.445,2018-07-16,2018-07-16,2018,7
CPP,35.170204,-120.740685,0.5,CP180723,2018-07-23 22:00:00+00:00,20.1,100.0,11.27,13.06,12.16,1.42,1.45,1.44,0.21419255,24.27892,0.41503593,1.5415275,2.8091748,1.1264915,200.0,0.0,25.0,4797.6904,1066.1534,14926.148,1066.1534,153526.1,0.0,0.0,14926.148,0.0,0.0,28253.066,37315.37,255876.83,2018-07-23,2018-07-23,2018,7
CPP,35.170204,-120.740685,0.5,CP180730,2018-07-30 22:15:00+00:00,16.9,100.0,5.66,5.49,5.57,0.96,1.01,0.99,0.459937,15.590737,0.0,1.9926003,0.21086518,1.9926003,200.0,0.0,25.0,0.0,1066.1534,4264.614,0.0,37315.37,0.0,0.0,2665.3835,0.0,0.0,20256.916,6396.921,71965.36,2018-07-30,2018-07-30,2018,7
CPP,35.170204,-120.740685,0.5,CP180806,2018-08-06 21:00:00+00:00,17.3,100.0,5.19,5.84,5.51,1.63,0.78,1.2,0.28690565,14.181547,0.0,2.0209794,1.6657304,2.0209794,200.0,0.0,25.0,0.0,0.0,533.0767,0.0,44778.445,0.0,0.0,4797.6904,0.0,0.0,18657.686,11727.6875,80494.586,2018-08-06,2018-08-06,2018,8
CPP,35.170204,-120.740685,0.5,CP180813,2018-08-14 00:45:00+00:00,18.0,100.0,12.69,12.83,12.76,1.39,1.7,1.55,0.2826852,9.425088,0.0,2.083299,0.83588904,2.083299,200.0,0.0,25.0,1599.2302,0.0,6396.921,533.0767,66101.516,0.0,0.0,22922.299,0.0,0.0,1066.1534,105016.12,203635.31,2018-08-14,2018-08-13,2018,8
CPP,35.170204,-120.740685,0.5,CP180820,2018-08-21 00:15:00+00:00,19.3,100.0,2.87,2.64,2.76,0.55,0.48,0.51,0.34573978,6.833485,0.0,1.9247638,1.3763016,1.9247638,200.0,0.0,25.0,0.0,0.0,1066.1534,0.0,15459.225,0.0,0.0,3198.4604,0.0,0.0,5863.8438,29319.22,54906.902,2018-08-21,2018-08-20,2018,8
CPP,35.170204,-120.740685,0.5,CP180827,2018-08-27 21:45:00+00:00,16.9,100.0,5.98,5.92,5.95,0.48,0.36,0.42,0.5316627,14.688793,0.0,3.7747962,0.26653877,3.7747962,200.0,0.0,25.0,1066.1534,0.0,2665.3835,0.0,4264.614,0.0,0.0,99152.27,0.0,0.0,1066.1534,94354.58,202569.16,2018-08-27,2018-08-27,2018,8
CPP,35.170204,-120.740685,0.5,CP180903,2018-09-03 21:50:00+00:00,17.2,100.0,5.12,5.29,5.21,0.71,0.61,0.66,0.459937,6.5493364,0.0,0.47220957,0.61269057,0.47220957,200.0,0.0,25.0,1599.2302,1066.1534,0.0,0.0,17591.531,11194.611,3198.4604,533.0767,0.0,0.0,61303.824,22389.223,118876.11,2018-09-03,2018-09-03,2018,9
CPP,35.170204,-120.740685,0.5,CP180911,2018-09-11 19:15:00+00:00,17.0,100.0,3.07,2.81,2.94,0.87,0.55,0.71,0.5662356,6.213406,0.17550738,3.581581,0.32611254,3.4060736,200.0,0.0,25.0,0.0,0.0,533.0767,0.0,22922.299,0.0,2132.307,5863.8438,2665.3835,0.0,2665.3835,11727.6875,48509.98,2018-09-11,2018-09-10,2018,9
CPP,35.170204,-120.740685,0.5,CP180918,2018-09-18 19:00:00+00:00,16.6,100.0,9.67,,9.67,1.03,,1.03,0.37706453,7.745343,0.0,0.39328992,0.34088528,0.39328992,200.0,0.0,25.0,0.0,0.0,4797.6904,0.0,27186.912,0.0,2132.307,12260.765,131669.95,0.0,0.0,6929.9976,184977.62,2018-09-18,2018-09-17,2018,9
CPP,35.170204,-120.740685,0.5,CP180924,2018-09-24 21:30:00+00:00,16.4,100.0,21.32,23.16,22.24,2.12,1.25,1.68,0.47228506,10.726931,0.1818426,1.6076373,0.5402947,1.4257947,200.0,0.0,25.0,0.0,0.0,6929.9976,0.0,123673.8,0.0,0.0,44245.367,263339.9,1066.1534,1066.1534,76229.97,516551.34,2018-09-24,2018-09-24,2018,9
CPP,35.170204,-120.740685,0.5,CP181001,2018-10-01 22:30:00+00:00,16.6,100.0,7.28,7.62,7.45,0.22,0.32,0.27,0.25258428,8.553751,0.1332479,3.678019,0.54711545,3.5447712,200.0,0.0,25.0,0.0,0.0,5330.767,1066.1534,102883.805,0.0,0.0,16525.379,51175.367,0.0,1066.1534,108747.65,286795.28,2018-10-01,2018-10-01,2018,10
CPP,35.170204,-120.740685,0.5,CP181008,2018-10-08 22:00:00+00:00,17.1,100.0,8.42,7.93,8.18,0.44,0.84,0.64,0.14479317,10.308039,0.12740675,5.688202,0.45085588,5.5607953,200.0,0.0,25.0,0.0,0.0,1599.2302,533.0767,16525.379,0.0,0.0,3731.537,73031.51,0.0,533.0767,112479.19,208433.0,2018-10-08,2018-10-08,2018,10
CPP,35.170204,-120.740685,0.5,CP181015,2018-10-15 22:00:00+00:00,,100.0,12.05,11.21,11.63,1.07,0.95,1.01,0.27479786,5.535264,0.18495165,3.9197166,0.8116886,3.734765,200.0,0.0,25.0,533.0767,0.0,4797.6904,1066.1534,39980.754,0.0,0.0,7996.151,35716.14,0.0,533.0767,5330.767,95953.81,2018-10-15,2018-10-15,2018,10
CPP,35.170204,-120.740685,0.5,CP181022,2018-10-22 22:00:00+00:00,18.5,100.0,2.11,2.34,2.22,0.27,0.3,0.29,0.4251709,7.8318987,0.0,4.0163097,1.477377,4.0163097,200.0,0.0,25.0,0.0,0.0,533.0767,533.0767,8529.228,7996.151,0.0,533.0767,4264.614,0.0,6396.921,1066.1534,29852.297,2018-10-22,2018-10-22,2018,10
CPP,35.170204,-120.740685,0.5,CP181029,2018-10-29 22:00:00+00:00,16.5,100.0,4.54,4.44,4.49,0.99,1.01,1.0,0.7078543,10.463672,0.41138518,5.8805876,1.6704432,5.4692025,200.0,0.0,25.0,0.0,0.0,1066.1534,0.0,1599.2302,1066.1534,4797.6904,533.0767,8529.228,0.0,23455.375,1066.1534,42113.062,2018-10-29,2018-10-29,2018,10
CPP,35.170204,-120.740685,0.5,CP181105,2018-11-05 22:50:00+00:00,16.0,100.0,11.26,10.05,10.66,1.3,1.48,1.39,0.51735044,8.548579,0.16977938,3.5555136,1.5750293,3.3857343,200.0,0.0,25.0,3731.537,0.0,2665.3835,3731.537,39980.754,0.0,0.0,5330.767,8529.228,0.0,11727.6875,20256.916,95953.81,2018-11-05,2018-11-05,2018,11
CPP,35.170204,-120.740685,0.5,CP181112,2018-11-12 19:45:00+00:00,16.6,100.0,2.46,2.59,2.52,0.45,0.43,0.44,0.3625166,3.2355247,0.0,2.6105664,1.7123938,2.6105664,200.0,0.0,25.0,2132.307,0.0,0.0,0.0,6929.9976,0.0,0.0,1066.1534,2132.307,0.0,11194.611,3198.4604,26653.836,2018-11-12,2018-11-12,2018,11
CPP,35.170204,-120.740685,0.5,CP181119,2018-11-19 20:00:00+00:00,16.7,100.0,6.81,6.76,6.78,0.95,0.92,0.94,0.38023525,5.2900014,0.0,3.288567,0.0,3.288567,200.0,0.0,25.0,28786.143,0.0,0.0,4797.6904,13859.995,0.0,0.0,1599.2302,0.0,0.0,0.0,5863.8438,54906.902,2018-11-19,2018-11-19,2018,11
CPP,35.170204,-120.740685,0.5,CP181126,2018-11-26 23:00:00+00:00,16.4,100.0,7.2,8.6,7.9,0.74,0.73,0.73,0.8969128,10.856743,0.31810933,4.256909,2.1729085,3.9387994,200.0,0.0,25.0,24521.53,1066.1534,533.0767,2132.307,4797.6904,0.0,0.0,2665.3835,0.0,0.0,2665.3835,14393.071,52774.598,2018-11-26,2018-11-26,2018,11
CPP,35.170204,-120.740685,0.5,CP181203,2018-12-03 20:00:00+00:00,14.9,100.0,1.51,1.55,1.53,0.67,0.71,0.69,1.106253,12.60523,0.52395886,10.715696,3.9623,10.191737,200.0,0.0,25.0,2132.307,0.0,1066.1534,1066.1534,4264.614,0.0,0.0,533.0767,0.0,0.0,6929.9976,2132.307,18124.61,2018-12-03,2018-12-03,2018,12
CPP,35.170204,-120.740685,0.5,CP181209,2018-12-09 20:00:00+00:00,14.8,100.0,4.82,4.62,4.72,0.67,0.85,0.76,0.8013,5.6553,0.264,6.2012,1.7253,5.9372,200.0,0.0,25.0,8529.228,0.0,533.0767,3198.4604,3198.4604,0.0,1066.1534,1599.2302,0.0,0.0,14926.148,4797.6904,37848.45,2018-12-09,2018-12-03,2018,12
CPP,35.170204,-120.740685,0.5,CP181216,2018-12-16 20:00:00+00:00,,100.0,3.28,2.96,3.12,1.06,1.03,1.04,1.0607,9.0808,0.4868,9.9987,2.7611,9.5118,200.0,0.0,25.0,2132.307,2132.307,0.0,0.0,0.0,0.0,0.0,1066.1534,2132.307,0.0,7996.151,1066.1534,16525.379,2018-12-16,2018-12-10,2018,12
CPP,35.170204,-120.740685,0.5,CP181231,2018-12-31 20:00:00+00:00,,100.0,2.51,2.63,2.57,0.81,0.88,0.84,1.3157,11.9614,0.3376,10.7226,0.6461,10.385,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.2302,0.0,1599.2302,2018-12-31,2018-12-31,2018,12
CPP,35.170204,-120.740685,0.5,CP190108,2019-01-09 00:45:00+00:00,,100.0,1.75,1.59,1.67,0.87,0.86,0.86,,,,,,,200.0,0.0,25.0,0.0,2132.307,0.0,0.0,0.0,0.0,0.0,1599.2302,0.0,0.0,16525.379,2665.3835,22922.299,2019-01-09,2019-01-07,2019,1
CPP,35.170204,-120.740685,0.5,CP190113,2019-01-14 00:45:00+00:00,13.4,100.0,1.49,1.59,1.54,1.0,1.04,1.02,1.1612,7.8149,0.3957,5.6589,2.7397,5.2632,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.1534,0.0,2665.3835,0.0,3731.537,2019-01-14,2019-01-14,2019,1
CPP,35.170204,-120.740685,0.5,CP190120,2019-01-20 22:45:00+00:00,14.4,100.0,2.46,2.53,2.5,0.9,0.89,0.9,2.0318,23.3176,0.6239,22.4411,2.5898,21.8171,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.2302,0.0,0.0,9062.305,533.0767,11194.611,2019-01-20,2019-01-14,2019,1
CPP,35.170204,-120.740685,0.5,CP190127,2019-01-27 21:30:00+00:00,14.3,100.0,1.85,1.88,1.86,0.78,0.76,0.77,2.1343,18.2368,0.3177,18.9795,3.2302,18.6618,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5330.767,533.0767,5863.8438,2019-01-27,2019-01-21,2019,1
CPP,35.170204,-120.740685,0.5,CP190203,2019-02-03 22:00:00+00:00,14.3,100.0,4.61,4.34,4.47,1.71,1.86,1.78,1.6214,16.411,0.7001,7.2768,41.7135,6.5767,200.0,0.0,25.0,1066.1534,0.0,533.0767,0.0,0.0,0.0,2132.307,2132.307,0.0,0.0,6396.921,3198.4604,15459.225,2019-02-03,2019-01-28,2019,2
CPP,35.170204,-120.740685,0.5,CP190210,2019-02-10 21:50:00+00:00,13.8,100.0,1.67,1.65,1.66,0.83,0.78,0.81,0.8524,10.5227,0.2862,3.5886,37.9559,3.3024,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.2302,0.0,0.0,4797.6904,533.0767,6929.9976,2019-02-10,2019-02-04,2019,2
CPP,35.170204,-120.740685,0.5,CP190217,2019-02-17 20:35:00+00:00,13.4,100.0,1.88,1.89,1.88,0.66,0.64,0.65,1.2459,38.7072,0.5717,8.3749,10.5056,7.8033,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0767,0.0,0.0,8529.228,533.0767,9595.381,2019-02-17,2019-02-11,2019,2
CPP,35.170204,-120.740685,0.5,CP190224,2019-02-24 21:50:00+00:00,13.2,100.0,3.27,3.06,3.16,0.69,0.67,0.68,1.1288,24.71,0.2693,10.1969,4.1806,9.9276,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35716.14,1066.1534,36782.293,2019-02-24,2019-02-18,2019,2
CPP,35.170204,-120.740685,0.5,CP190303,2019-03-03 22:10:00+00:00,13.9,100.0,3.14,3.16,3.15,1.05,1.05,1.05,2.2018,51.4387,0.512,14.9164,5.7994,14.4044,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4264.614,26653.836,30918.45,2019-03-03,2019-02-25,2019,3
CPP,35.170204,-120.740685,0.5,CP190310,2019-03-10 22:00:00+00:00,13.8,100.0,0.95,1.04,0.99,0.21,0.2,0.21,1.2871,22.1043,0.2723,9.1465,5.902,8.8742,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4264.614,14393.071,18657.686,2019-03-10,2019-03-04,2019,3
CPP,35.170204,-120.740685,0.5,CP190317,2019-03-17 22:30:00+00:00,16.2,100.0,1.96,2.07,2.01,0.36,-0.02,0.17,2.0265,47.0918,0.5119,19.8727,16.7563,19.3608,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7463.074,0.0,0.0,0.0,71965.36,0.0,79428.43,2019-03-17,2019-03-11,2019,3
CPP,35.170204,-120.740685,0.5,CP190324,2019-03-24 22:00:00+00:00,13.8,100.0,1.78,1.67,1.72,1.01,0.98,0.99,0.8036,7.0813,0.124,4.3365,21.8337,4.2125,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,3731.537,2132.307,533.0767,0.0,0.0,58105.363,533.0767,65035.36,2019-03-24,2019-03-18,2019,3
CPP,35.170204,-120.740685,0.5,CP190331,2019-03-31 23:50:00+00:00,14.6,100.0,1.16,1.12,1.14,0.67,0.6,0.63,1.3833402,25.830507,0.33668488,12.581738,3.1051147,12.245053,200.0,0.0,25.0,0.0,0.0,533.0767,0.0,0.0,0.0,7463.074,533.0767,0.0,0.0,56506.133,533.0767,65568.44,2019-03-31,2019-03-25,2019,3
CPP,35.170204,-120.740685,0.5,CP190407,2019-04-07 20:50:00+00:00,16.4,100.0,4.66,4.62,4.64,1.25,1.2,1.23,0.35574967,4.564857,0.0,2.26667,0.712137,2.26667,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2132.307,0.0,0.0,0.0,426461.38,1066.1534,429659.84,2019-04-07,2019-04-01,2019,4
CPP,35.170204,-120.740685,0.5,CP190414,2019-04-14 20:45:00+00:00,13.5,100.0,5.73,5.05,5.39,0.93,1.1,1.02,1.5699509,22.548237,0.38944265,16.918697,1.012927,16.529255,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5330.767,0.0,0.0,0.0,0.0,504823.66,533.0767,510687.5,2019-04-14,2019-04-08,2019,4
CPP,35.170204,-120.740685,0.5,CP190421,2019-04-21 21:40:00+00:00,12.9,100.0,2.69,2.79,2.74,0.71,1.11,0.91,0.38323337,10.268868,0.1281516,1.4958012,1.7974557,1.3676497,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237219.14,1066.1534,238285.3,2019-04-21,2019-04-15,2019,4
CPP,35.170204,-120.740685,0.5,CP190428,2019-04-28 15:17:00+00:00,13.9,100.0,1.62,1.45,1.54,0.42,0.44,0.43,0.33420077,1.143643,0.0,1.4782412,0.94620055,1.4782412,200.0,0.0,25.0,0.0,0.0,533.0767,0.0,0.0,0.0,0.0,533.0767,0.0,0.0,37315.37,3198.4604,41579.984,2019-04-28,2019-04-22,2019,4
CPP,35.170204,-120.740685,0.5,CP190505,2019-05-05 15:30:00+00:00,14.5,100.0,0.83,0.88,0.86,0.57,0.62,0.6,1.6432179,12.004095,0.1849972,12.8793125,2.155139,12.694315,200.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2132.307,2132.307,4264.614,2019-05-05,2019-04-29,2019,5
CPP,35.170204,-120.740685,0.5,CP190512,2019-05-12 16:30:00+00:00,15.2,100.0,13.79,14.06,13.93,2.28,2.58,2.43,0.82566255,12.712773,0.19387273,6.4010267,1.2206298,6.207154,200.0,0.0,25.0,0.0,7996.151,2665.3835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4797.6904,12793.842,28253.066,2019-05-12,2019-05-06,2019,5
CPP,35.170204,-120.740685,0.5,CP190520,2019-05-20 14:30:00+00:00,13.4,100.0,4.18,3.68,3.93,2.72,2.29,2.5,1.9800267,26.947468,0.3918098,16.547182,1.6392254,16.155373,200.0,0.18,25.0,0.0,3198.4604,533.0767,0.0,0.0,2665.3835,6396.921,0.0,0.0,0.0,37315.37,7463.074,57572.285,2019-05-20,2019-05-20,2019,5
CPP,35.170204,-120.740685,0.5,CP190526,2019-05-26 18:00:00+00:00,12.4,100.0,4.0,4.14,4.07,1.49,1.46,1.48,1.5123911,45.024525,0.7774043,18.849903,1.6683004,18.072498,200.0,0.04,25.0,0.0,3731.537,0.0,0.0,0.0,16525.379,9062.305,533.0767,0.0,0.0,16525.379,3731.537,50109.21,2019-05-26,2019-05-20,2019,5
CPP,35.170204,-120.740685,0.5,CP190602,2019-06-02 19:50:00+00:00,13.9,100.0,25.58,23.79,24.68,2.93,4.23,3.58,0.2912229,4.719858,0.0,2.020385,1.0155057,2.020385,200.0,0.39,25.0,0.0,0.0,533.0767,0.0,0.0,61303.824,44778.445,0.0,0.0,0.0,396076.0,2132.307,504823.66,2019-06-02,2019-05-27,2019,6
CPP,35.170204,-120.740685,0.5,CP190609,2019-06-09 18:35:00+00:00,15.6,100.0,3.53,3.21,3.37,0.99,1.01,1.0,0.5455097,8.578071,0.16231385,4.0150156,1.2997342,3.8527017,200.0,0.0,25.0,0.0,20789.992,0.0,0.0,2132.307,4264.614,0.0,0.0,0.0,0.0,22389.223,533.0767,50109.21,2019-06-09,2019-06-03,2019,6
CPP,35.170204,-120.740685,0.5,CP190616,2019-06-16 17:15:00+00:00,15.6,100.0,10.55,9.65,10.1,1.18,1.16,1.17,0.28537467,6.806257,0.10568205,1.4531407,0.21066949,1.3474587,200.0,0.0,25.0,10661.535,24521.53,2132.307,0.0,7996.151,0.0,1599.2302,0.0,0.0,0.0,12793.841,18124.61,77829.2,2019-06-16,2019-06-10,2019,6
CPP,35.170204,-120.740685,0.5,CP190623,2019-06-23 21:55:00+00:00,17.0,100.0,18.2,18.61,18.41,1.42,2.29,1.86,0.3812681,11.816812,0.114903316,1.6770486,0.90106595,1.5621452,200.0,0.0,25.0,3731.537,0.0,4797.6904,0.0,27186.912,0.0,0.0,1599.2302,0.0,0.0,33583.836,89023.81,159923.02,2019-06-23,2019-06-17,2019,6
CPP,35.170204,-120.740685,0.5,CP190630,2019-06-30 18:20:00+00:00,17.0,100.0,8.72,8.09,8.4,2.78,2.33,2.56,0.16287602,8.318139,0.12375068,1.0873462,6.446,0.9635955,200.0,0.0,25.0,6929.9976,2132.307,2665.3835,0.0,1066.1534,0.0,0.0,6929.9976,0.0,0.0,27186.912,14393.072,61303.824,2019-06-30,2019-06-24,2019,6
CPP,35.170204,-120.740685,0.5,CP190707,2019-07-07 20:40:00+00:00,15.8,100.0,12.27,12.82,12.55,3.09,2.82,2.95,0.5721017,15.75358,0.12224296,1.6088008,0.0,1.4865578,200.0,0.0,25.0,6929.9976,0.0,4797.6904,0.0,61836.9,0.0,0.0,7996.151,0.0,0.0,353962.94,5863.844,441387.53,2019-07-07,2019-07-01,2019,7
CPP,35.170204,-120.740685,0.5,CP190714,2019-07-14 21:00:00+00:00,18.1,100.0,5.53,5.72,5.62,1.25,1.11,1.18,0.53367203,12.4488945,0.13892438,3.0792835,0.67999506,2.940359,200.0,0.0,25.0,3198.4604,0.0,266.53836,0.0,25054.605,14926.148,0.0,2931.922,0.0,0.0,61037.285,2132.307,109547.27,2019-07-14,2019-07-08,2019,7
CPP,35.170204,-120.740685,0.5,CP190721,2019-07-21 18:30:00+00:00,16.2,100.0,41.22,42.26,41.74,3.0,3.75,3.37,0.7563491,21.487415,0.21735424,2.368077,0.5425602,2.1507227,200.0,0.0,25.0,29319.22,0.0,1066.1534,0.0,31984.604,10128.458,0.0,37315.37,0.0,0.0,105549.19,4264.614,219627.61,2019-07-21,2019-07-15,2019,7
CPP,35.170204,-120.740685,0.5,CP190728,2019-07-28 19:30:00+00:00,17.9,100.0,4.41,4.76,4.59,0.64,0.62,0.63,0.25960714,17.941954,0.15254936,2.3476179,0.7528209,2.1950686,200.0,0.0,25.0,6396.921,0.0,533.0767,0.0,3198.4604,0.0,0.0,21856.146,0.0,0.0,5863.844,1066.1534,38914.6,2019-07-28,2019-07-22,2019,7
CPP,35.170204,-120.740685,0.5,CP190804,2019-08-04 15:30:00+00:00,16.6,100.0,8.65,8.92,8.78,1.78,1.79,1.78,0.45087674,16.980461,0.10442202,0.7867416,2.7389293,0.68231964,200.0,0.0,25.0,11727.688,0.0,1599.2302,0.0,4797.6904,6396.921,0.0,12260.765,0.0,0.0,91689.195,2132.307,130603.8,2019-08-04,2019-07-29,2019,8
CPP,35.170204,-120.740685,0.5,CP190811,2019-08-11 23:25:00+00:00,18.2,100.0,15.44,16.0,15.72,1.34,1.21,1.27,0.27463847,17.29481,0.11899863,1.4069319,1.2039483,1.2879332,200.0,0.0,25.0,20789.992,0.0,533.0767,0.0,23988.453,30385.373,0.0,1599.2302,58105.363,0.0,301188.34,6396.921,442986.75,2019-08-11,2019-08-05,2019,8
CPP,35.170204,-120.740685,0.5,CP190817,2019-08-17 20:50:00+00:00,16.5,100.0,11.9,11.84,11.87,1.71,1.68,1.69,0.40433487,8.284204,0.0,1.859275,0.48628053,1.859275,200.0,0.0,25.0,74630.74,2132.307,1599.2302,0.0,18657.686,51708.44,0.0,7463.074,1066.1534,0.0,45311.523,5330.767,207899.92,2019-08-17,2019-08-12,2019,8
CPP,35.170204,-120.740685,0.5,CP190825,2019-08-25 21:50:00+00:00,18.2,100.0,25.58,27.57,26.58,1.16,1.15,1.15,0.16220875,8.768306,0.0,0.20945238,1.2137363,0.20945238,200.0,0.0,25.0,62369.977,1066.1534,11194.611,0.0,10128.458,0.0,0.0,1599.2302,84759.195,0.0,3198.4604,4264.614,178580.7,2019-08-25,2019-08-19,2019,8
CPP,35.170204,-120.740685,0.5,CP190901,2019-09-01 21:55:00+00:00,18.8,100.0,15.03,12.15,13.59,0.9,1.06,0.98,0.110167876,9.089811,0.0,0.4587708,0.4248553,0.4587708,200.0,0.0,25.0,9062.305,2132.307,8529.228,1066.1534,29319.22,0.0,0.0,2132.307,63969.207,0.0,5330.767,5330.767,126872.26,2019-09-01,2019-08-26,2019,9
